UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
1644,46596,"Plano, TX",13-03-2020,heb preparing coronavirus several month strong position keep replenishing shelf customer panic ability restock shelf encourage customer remain calm,Extremely Positive
1645,46597,"Waterloo, Ontario",13-03-2020,setting old imac rip machine canon printer installing snow leopard cd like its simpler time computer mouse cord could buy toliet paper local grocery store covid,Positive
1646,46598,,13-03-2020,bocs poloz qampa rate cut help renewing mortgage wadjustable rate quite important channel lower barrier get hsing market consumer business confidence need supported dont like negative rate tool kit canada coronavirus anthonymace,Positive
1647,46599,India,13-03-2020,ani would better price fixed amp single person shall bulk buying selling rather distributed govt health clinic shop hospital amp common service centre across india pmoindia mo,Positive
1648,46600,,13-03-2020,blairanathan thinking large company might rethink maintaining campus expensive place food perk,Neutral
1649,46601,Brooklyn NY,13-03-2020,imagine community poor cant go panic buy grocery store pharmacy fear coronavirus therefore buy egg toilet paper need today bittersweet huh covid coronaoutbreak,Extremely Negative
1650,46602,,13-03-2020,different level fear personal protection noticed guy grocery store today full protective suit covid,Negative
1651,46603,"California, USA",13-03-2020,public service announcement cannabis cure coronavirus matter much smoke eat shove bum kill smart know source reputable information cannabis may help symptom may even lessen intensity cure,Positive
1652,46604,"California, USA",13-03-2020,stop covid nothing freak bitch stock toilet paper stock food ammo water stupid,Extremely Negative
1653,46605,Essex/Algarve,13-03-2020,xedentheodorou totally agree rice pasta sainsbury morning head supermarket last night bbcqt said enough food etc supplied everyone public atm dont need panic buy thinkofeveryone covid,Negative
1654,46606,"ÜT: 43.661815,-79.377458",13-03-2020,folk panic shopping grocery right amod covid take someone self isolation sick past week food want youre ill food thats cart right,Extremely Negative
1655,46607,"Doha, Qatar",13-03-2020,covid time best bet grocery shopping online many web store deliver doorstep grocery delivery service qatar marhabaqatar qatardestinationguide coronavirusqatar qatarcovidwatch,Extremely Positive
1656,46608,New Jersey,13-03-2020,news cycle related coronavirus driving consumer purchasing covid,Neutral
1657,46609,"Bromley, London",13-03-2020,think supermarket worker must feel knowing serve hundred day last thing shut covid,Neutral
1658,46610,"Ormoc City, Philippines",13-03-2020,enlightened issue panicbuying school nurse said shouldnt call way fear disaster preparedness ormoc city heightens alertness covid said better stock food necessary,Negative
1659,46611,Newfoundland and Labrador,13-03-2020,initiate stock supply nl food bank onset covid food security issue good day foodfirstnl nlpoli,Extremely Positive
1660,46612,,13-03-2020,school closing many place remember lot child america whose breakfast lunch come free school meal stock consider getting little extra donate food bank imagine need increase,Extremely Positive
1661,46613,,13-03-2020,judging supermarket shelf last month kind soon turned fuck everyone else covid,Neutral
1662,46614,,13-03-2020,shelf isolation youre item left supermarket coronavirus covid covid,Negative
1663,46615,Germany,13-03-2020,thought brick amp mortar business already struggling onslaught amazon online giant due covid might forced majority shopping online might final straw break local retailer back,Extremely Negative
1664,46616,Los Angeles,13-03-2020,ksaputooo hahaha dont leave update getmarkk via la community picked updating stock availabilty status store like target cvspharmacy traderjoeslist coronavirus cov,Extremely Positive
1665,46617,,13-03-2020,dad wanted buy bread grocery store shall named arrived bread anything soda lemon vegetable online medium making u go crazy cause coronavirus,Extremely Negative
1666,46618,United Kingdom,13-03-2020,wale move let online food order delivered hour day coronavirus emergency iaindale,Negative
1667,46619,,13-03-2020,id never thought apocalyptic crisis empty toilet paper aisle supermarket would become new tourist attraction covid,Extremely Negative
1668,46620,wandering about,13-03-2020,cathymcmorris constituent demand vote yes familiesfirst coronavirus bill need free testing paid sick leave medicaid fund family leave extended unemployment insurance food security put eastern washingtonian po,Negative
1669,46621,Los Angeles,13-03-2020,remember oregon trail rest stock food via hunting general store hoarding future grandkids play vr game called the  instead zeke getting malaria chloé covid amazon shopping,Positive
1670,46622,"Rochester, NY",13-03-2020,tale two food business sector visit today supermarket packed small familyowned restaurant empty need food switching dynamic order meal favorite locally owned restaurant shoplocal covid,Positive
1671,46623,"Ontario, CA",13-03-2020,know extend scarcity reaction crisis went local metro grocery store managed fill grocery shopping card probably month watch carefully war covid coronaviruspandemic,Negative
1672,46624,"New York, USA",13-03-2020,asian flu avian flu sars covid despite stringent food practice continue plagued literally poor hygiene practice rest world demand end meat market coronavirus,Extremely Negative
1673,46625,All over the show...,13-03-2020,saw documentary itv rylan encouraging people panic buy stuff supermarket audience cheering absolute carnage certainly see mass hysteria coming covid,Positive
1674,46626,,13-03-2020,covid seem like promo code get online shopping quarantine,Positive
1675,46627,Colorado,13-03-2020,college student relaxed calm covid come grocery store shelf ramen,Extremely Positive
1676,46628,,13-03-2020,bypatforde also cheer wildly appreciated costcogrocery store employee blown away quality work yesterday scary high stress environment really game face everydayheros covid coronao,Neutral
1677,46629,Switzerland,13-03-2020,calming reassurance alignment government would welcome get vegetarian vegan must think carnivore gone mad supermarket fully stocked yesterday covid,Extremely Positive
1678,46630,"Michigan, USA",13-03-2020,psa counterfeit currency surface amidst coronavirus pandemic fake bill mixed change got back went grocery store today stayhealthy staysafe staywoke money quarantineandchill panicbuying covid,Negative
1679,46631,"Los Angeles, CA",13-03-2020,line ralphs grocery store rn coronapocalypse covid coronaalert grocery covid,Neutral
1680,46632,Ann Arbor,13-03-2020,realdonaldtrump shame shame lack testing real time leaf u knowing many people carrying shame quiet uncertainty witnessed grocery store shame posotus covid,Extremely Negative
1681,46633,Israel,13-03-2020,bright side covid time spend beloved one work excuse home cook kid less shopping online less gas consumption less pollution time hobby else optimistic,Extremely Positive
1682,46634,Limehouse,13-03-2020,back rome whole country lockdown birthplace pasta supermarket shelf full every type imaginable meanwhile england restriction restaurant open lockdown pasta english people embarrassment coronavirus coviduk covid,Extremely Negative
1683,46635,Hamburg,13-03-2020,supermarket funny covid coronavirus,Positive
1684,46636,,13-03-2020,like many place local grocery store look safe empathetic people full panic mode need still remember kind covid,Extremely Positive
1685,46637,maison de meli,13-03-2020,panic solves nothing leading poor choice food amp necessity shortage wastage well pandemic yes end day keepcalmandcarryon common sense smart choice good hygiene covid besmarter,Extremely Positive
1686,46638,"Burlington, Ontario",13-03-2020,work went buy food dinner amp scene encounteredthese pic taken local fortinos burlon mere hour ontario government announced extended school closure due covid mass hysteria amp panic buying sick covid,Extremely Negative
1687,46639,"Daytona Beach, FL",13-03-2020,amazingly awesome president realdonaldtrump considering suspending power amp water bill lieu coronavirus coronapocalypse quarantineandchill stock food toilet paper tp usa made south carolina amp pennsylvania relax amp save,Extremely Positive
1688,46640,Kenya,13-03-2020,time employer enforce employee working remotely time retailer wholesaler make online shopping efficient time kenyan stay home bond covid contained minimize movement gok time step universal healthcare,Positive
1689,46641,Lancashire,13-03-2020,bbcnwt went shopping took trolley supermarket filled food etc next week left trolley next person store providing wipe clean handle covid,Positive
1690,46642,,13-03-2020,supermarket today fruit veggie pasta pasta sauce toilet paper soap egg bean bread hummus sold covid ukcoronavirus coronapocalypse,Neutral
1691,46643,Houston ,13-03-2020,went th grocery store morning honestly thought going get robbed covid,Positive
1692,46644,"Austin, TX",13-03-2020,stopped grocery store pick couple thing tonight dinner ive never seen many maniac one place panicbuying covid coronaoutbreak,Negative
1693,46645,"New York, NY",13-03-2020,dont know one likely kill coronavirus long grocery store line,Extremely Negative
1694,46646,"London, England",13-03-2020,mutual aid group set hackney lewisham battersea help people access food complete errand etc  particularly elderly disabled andor immunocompromised,Positive
1695,46647,,13-03-2020,featured torontostar today one tweet yesterdays craziness grocery store covid covid torontostar barrie coronaoutbreak coronaviruscanada toronto,Negative
1696,46648,"Dallas, Texas, USA",13-03-2020,dang folk toiletpaper protect covid coronavirus heres toiletpaperapocalypse isle neighborhood grocery store,Negative
1697,46649,,13-03-2020,newtgingrich ingrahamangle nearly recent pandemic came chinaadd unsafe pet food drug recall must demand china come st century food drug safety frankly china remain,Positive
1698,46650,Earth,13-03-2020,theres face mask shortage various hospital across country amazon allowing chinese manufacturer sell platform offer lower price take month arrive covid,Negative
1699,46651,"Los Angeles, CA...USA",13-03-2020,empty shelf almost every retail grocery drug store establishment couldnt resist posting let get grip people coronavirus covid pismo beach california,Negative
1700,46652,GREAT Britain,13-03-2020,listening people supermarket muttering bloody ridiculous people stock piling item trying stockpile panicbuying covid stockpiling,Extremely Negative
1701,46653,,13-03-2020,saw played cole supermarket song would best play supermarket right covidaustralia covid panicbuying,Positive
1702,46654,"Harrisburg, PA",13-03-2020,book industry doubt impacted covid  includes author publisher indie bookstore youre seeking good book read comfort home please consider shopping u local indie online capacity,Positive
1703,46655,,13-03-2020,people think trump could trusted covid crisis people gone grocery store bought ten pack toilet paper food trumpspeech coronapocalypse panicbuying coronavirus trumppresser,Negative
1704,46656,Los Angeles,13-03-2020,got back grocery store la shit crazy empty shelf chaos im talkin oatmeal empty take care get yo snack youre gon na eating flour covid lacoronavirus,Extremely Negative
1705,46657,"New York, NY",13-03-2020,coronavirus tip supermarket may toilet paper know isnt empty office building stock covid,Negative
1706,46658,,13-03-2020,rational coronavirus covid rest people around losing damn mind stripping grocery store bare damn well better get store theres still something shelf coronavirushysteria,Extremely Negative
1707,46659,"Arlington, Virginia",13-03-2020,god sake people dont need hoard grocery store coming hurricane zombie apocalypse power grocery store remain open stopfreekingout coronapocalypse covid,Positive
1708,46660,,13-03-2020,supermarket meat guess becoming vegetarian vegan coronaviruspandemic coronaoutbreak covid,Neutral
1709,46661,United States,13-03-2020,im going create new battle royale game based covid pandemic set gigantic kroger people enter leaf use anything found grocery store fight loot winner get toilet paper lysol,Positive
1710,46662,Incubois Unite,13-03-2020,specie fuckign stupid buy toilet paper highly perishable food respiratory disease like wan na stock get canned food thing help lung covid effect gi tract its gastric virus ya dimwit,Negative
1711,46663,Stuttgart Germany,13-03-2020,hamster buying canned food decided get dont panic essential covid coronadeutschland coronavirus covid,Negative
1712,46664,India,13-03-2020,coronavirus price chicken drop mutton price continue remain vendor claim demand poultry dropped fake message circulated social medium pauloommen get report covid covid coronaviruspandemic pandemic,Extremely Negative
1713,46665,India,13-03-2020,demand vegetable rise wake coronavirusoutbreak price continue remain amp vendor expect demand increase even pauloommen get report covid covid covid coronaviruspandemic pandemic coronavirus,Positive
1714,46666,,13-03-2020,surviving grocery store mish covid via youtube coronapocalypse panicbuying coronavirus covid coronaoutbreak boredom exhaustion,Positive
1715,46667,Horn of Africa,13-03-2020,garlic price set go since confirmed garlic working well covid virus use plenty pliz u coronavirusinkenya,Positive
1716,46668,,13-03-2020,thought could go job store open shop customer beat line door time got rip grocery cashier worldwide wegmans covid coronapocalypse,Neutral
1717,46669,India,13-03-2020,coronavirus achieved pm president country controlling population lowering oil gas airline price free sick day schoolwork less traffic covid coronavirusindia,Negative
1718,46670,,13-03-2020,went grocery store saw people stocking toilet paper grocery potato stock amp price tomato r hiked made dollarslb stop taking advantage situation make money coronaviruspandemic covid lockdown,Negative
1719,46671,,13-03-2020,grocery store cali completely emptied felt worse black friday people afraid checkout lady said someone bought worth grocery today cant help think spend grocery covid,Negative
1720,46672,,13-03-2020,goin grocery store covid,Neutral
1721,46673,Europe,13-03-2020,interest american friend gun ammunition price gone u since covid crisis started,Negative
1722,46674,??,13-03-2020,public panic supermarket spain fear supply shortage covid continues spread coronaoutbreak covid coronavirusespana spaincoronavirus spain,Extremely Negative
1723,46675,"Cincinnati, OH",13-03-2020,eat chinese almost every friday claim chinese restaurant suffering due covid cutting price like airline industry,Negative
1724,46676,,13-03-2020,completely forgot needed go grocery store tonight ended panic buying cereal dont even know shit saw peanut butter see gluten free f covid coronaviruspandemic,Extremely Negative
1725,46677,"New Delhi, India",13-03-2020,infected gt people least country gt people died declining oil price stock market rout lower bond yield sensex stockmarketcrash nifty covid coronaviruspandemic coronavirusinindia,Extremely Negative
1726,46678,"Caracas, Venezuela",13-03-2020,mass fear contagion taking place caracas long supermarket line hoarding basic product pharmacy flooded people misinformation enemy since store still stay open covid crisis keepcalmandwashyourhands,Extremely Negative
1727,46679,Toronto,13-03-2020,really bad hope everyone basic food supply im sure going anything left weekend loblawson comment supply chain meeting demand covid coronavirus,Negative
1728,46680,,13-03-2020,tension high supermarket people covid,Negative
1729,46681,"Aylesbury Vale, England",13-03-2020,good message please think others difficult time really need buy eight tin baked bean like chap front supermarket morning save others please covid coronaoutbreak,Extremely Positive
1730,46682,"Toronto,ON",13-03-2020,dearset customer wanted give insight regarding operating covid outbreak hope running retail store taproom usual writing plan,Positive
1731,46683,"Milwaukee, WI",13-03-2020,worried online shopping package safe coronavirus coronavirusupdate wuhanvirus pandemic coronaviruspandemic covid onlineshopping shopping,Positive
1732,46684,,13-03-2020,supermarket stock crisp chocolate vodka krakow covid,Neutral
1733,46685,Present,13-03-2020,precaution take whether shop instore online covid coronavirus,Neutral
1734,46686,"Ngong, Kenya",13-03-2020,according center disease control sanitizer mix must least alcohol regular vodka whiskey wimpy wont cut quality effective sanitizers contact best price town handsanitizer covid,Extremely Positive
1735,46687,"New York, NY",13-03-2020,local grocery store wiped people stocking coronavirus panicbuying ease anxiety effect typically shortlived better way cope,Positive
1736,46688,NYC/SC,13-03-2020,im really sweating coronavirus madness im bypassing either prepare stock need take care family food water cleaning product whatever god bless u covid,Extremely Positive
1737,46689,"Vaughan, Ontario, Canada",13-03-2020,new norm day supermarket included wait get meat bean paper anything toilet paper napkin canned bean min wait check coronapocalypse panicbuying covid,Extremely Negative
1738,46690,"Baltimore, MD",13-03-2020,went local grocery store today noticed card section completely get well card sure connection covid its definitely strange,Positive
1739,46691,(D)MV,13-03-2020,wow really went grocery store single toilet paper disinfecting wipe spray sanitizers e happen covid,Negative
1740,46692,The Wild,13-03-2020,little toilet paper left grocery store live seriously people lady behind like ten pack cart thats got wtf covid,Extremely Negative
1741,46693,,13-03-2020,covid coronaviruspandemic coronavirusupdate yourenotdying coronapocalypse coronaoutbreak massgovernor supermarket shelf empty thats insanity sick need help sick use leaf wood tp sand left hand greghillweei,Extremely Negative
1742,46694,,13-03-2020,massgovernor coronapocalypse covidsverige covid coronaoutbreak massachusetts democrat everyone emptying supermarket shelf dont trust democrat elected selfish neighbor get sic,Positive
1743,46695,"Ontario, Canada",13-03-2020,hr long lineup billing desi r hoarding whatever get hand see panic amp concern face amp im reminiscent knew day resurrection upon u covid coronavirus pandemic qayamat,Negative
1744,46696,"Michigan, USA",13-03-2020,need stayhome dont resource stock food salvation army help please give call need covid,Extremely Positive
1745,46697,New York City,13-03-2020,due covid pandemic new york resident start wear mask stock food supply new york city th march state emergency declaration mayor new york city,Negative
1746,46698,Central Asia ,13-03-2020,people go supermarket esselunga porta nuova milano minimize crowding shop contact waiting enter covid,Neutral
1747,46699,"Sabah, Borneo",13-03-2020,hmm think need convince parent buy lot food supply stock due covid need buy food supply pet,Positive
1748,46700,Nashville,13-03-2020,ultimate fake news allowed u controlled power elimination sporting event food supply restricted control come goand panic little resistance covid,Extremely Negative
1749,46701,Israel,13-03-2020,flashback childhood early russia would come grocery store shelf would empty covid,Negative
1750,46702,Beautiful California,13-03-2020,walking grocery store like another world paper good cleared water isle practically empty gatorade gone honestly people dont understand need stockpile dont even confirmed case county covid,Extremely Positive
1751,46703,"Arkansas, USA",13-03-2020,feeling well please dont go shopping even dont think its covid retail amp grocery worker like exposed lot people day also please dont yell u tp sanitizer store run its fault,Negative
1752,46704,,13-03-2020,im convinced covid created supermarket ceo get rid product income tax time,Positive
1753,46705,"Baltimore, MD",13-03-2020,unless upper middle class ifwhen covid turn major disaster scenario infrastructure authority fall apart youre screwed u cant afford panic buy canned food tp,Extremely Negative
1754,46706,"London, England",13-03-2020,selfisolating tired covid latest futurefriday article take look rise transparent retail implication could naturalproducts industry fridaythoughts organic foodanddrink horsemeat consumer,Negative
1755,46707,"Bedford, Nova Scotia",13-03-2020,dear halifax lets kind grocery store tonight coronapocalypse covid novascotia,Extremely Positive
1756,46708,India ,13-03-2020,benefit covid corona export china export downamp india identified around product replace also rupee stumbled help export competitiveness oil price biggest drop since reduced cad deficit record low,Neutral
1757,46709,DC,13-03-2020,cristela need paid sick day amp leave call demand congress pa familiesfirst coronavirus bill free testing paid sick leave month paid family leave expanded unemployment insurance foo,Extremely Negative
1758,46710,"Scottsdale, AZ",13-03-2020,starbucks may make store drivethru increase social distancing amid coronavirus,Positive
1759,46711,,13-03-2020,celestial warmth wellness service reducing price remote energy psychology session effective immediately coupon code immune pack body code session covid lymphatic lung spleen immunesupport energymedicine bodycode,Extremely Positive
1760,46712,"Chicago, IL",13-03-2020,eugenegu realdonaldtrump running store stock item due coronavirus imagine hungry kid home penny pocket amp empty store price tripled war amp violence around see,Extremely Negative
1761,46713,,13-03-2020,costco maduu go puse local grocery store bare line everyone talking trump need firetrump nov people upset tired ineptitude coronavirus covid covid,Extremely Negative
1762,46714,,13-03-2020,costco walmart grocery store worker like v retail associate covid coronavirusoutbreak,Positive
1763,46715,,13-03-2020,went grocery store work good see covid panic alive well kitchener people stockpiling toilet paper meanwhile legitimately need toilet paper,Positive
1764,46716,"Toronto, Ontario",13-03-2020,first time ive lived panicstorming grocery store wanted apple yogurt story report lengthy line shelf running low several ontario grocery store coronavirus covid coronaoutbreak,Extremely Negative
1765,46717,Los Angeles,13-03-2020,tried go get chicken trader joes apparently grocery store limiting number customer store one time im like fucking hell thanks covid way traderjoes always,Negative
1766,46718,New York City,13-03-2020,whole food grocery store nycs union square sold covid coronavirus hysteria,Neutral
1767,46719,"Chester, England",13-03-2020,really worried covid isolation affect online shopping addiction stay indoors,Extremely Negative
1768,46720,"Newport News, VA",13-03-2020,survived grocery store coronapocalypse covid,Positive
1769,46721,United States,13-03-2020,went grocery store masked glove people starting clear basic item like pasta milk etc crowded enough worker exposed exposing everything everyone jayinslee covidseattle covid coronaviruspandemic,Positive
1770,46722,"Ottawa, Ontario, Canada",13-03-2020,id like handle covid instead ill get battle gear fight crowd grocery store,Extremely Negative
1771,46723,,13-03-2020,little grocery store earlier evening talked two friend covid listened say hour later governor close school statewide michigan happening,Positive
1772,46724,"Melbourne, Australia ",13-03-2020,continues like im scared well work retail store meet sort people thought area wasnt affected apparently im kinda worried infact think mightve caught coronavirus corona coronaoutbreak coronavirusau,Negative
1773,46725,Southern Utah,13-03-2020,nice costco employee grocery store employee best panicbuying coronavirus covid,Extremely Positive
1774,46726,,13-03-2020,please dont get irate retail worker calmly explain dont know exact time theyll hand sanitizer isnt fault unwilling get store opening others waiting guarantee youll get covid,Positive
1775,46727,"Montréal, Québec",13-03-2020,its hell earth supermarket morning im even looking toilet paper covid,Extremely Negative
1776,46728,"Houston, TX",13-03-2020,emptyshelves local grocery store viruscorona houstontx covid,Neutral
1777,46729,"Montréal, Québec",13-03-2020,krissway building distributed today page info letter covid preparedness whith guideline offered santé publique du canada urge people stock week supply food medicine sanitary product,Neutral
1778,46730,Global Citizen ?,13-03-2020,see importance cashflow money miscellaneous stuff give possibility taking advantage market stock price fall able tap fund go stock shopping covid,Positive
1779,46731,"Tema, Ghana",13-03-2020,osu cemetery booking affordable pricesdm interested covid,Positive
1780,46732,"Toronto, Ontario",13-03-2020,psa someone coughed supermarket mean covid call em nonsense,Extremely Negative
1781,46733,"Montego Bay, Jamaica",13-03-2020,wish ppl supermarket line understand social distance covid,Positive
1782,46734,"Las Vegas, NV",13-03-2020,stay safe amp prepared,Positive
1783,46735,"Texas, USA",13-03-2020,time wish extreme coupon clipper stockpile stuff wouldnt go madhouse called grocery store ineedtp coronaoutbreak covid,Positive
1784,46736,United States,13-03-2020,people panic buying toilet paper hand sanitizers perishable good hand soap canned good sanitizer alone wont help going food go bad panicbuying covid coronavirus washyourhands covid,Extremely Positive
1785,46737,,13-03-2020,coronavirus citizen know theyve lied hurrying stock food water vitamin c amp plus zinc boost immune system covid covid ubc sfu bcit uvic firefighter patriot prepper veteran hunter trucker rancher farmer xbox,Positive
1786,46738,"Rocky River, OH",13-03-2020,recently west coast young woman named rebecca heading grocery store heard woman yell parked car need inspiring article read today one coronavirus covid covid,Positive
1787,46739,"Bend, Oregon",13-03-2020,suggestion might seem obvious youre stressed grocery shopping become overwhelming bread freeze loaf space get refrigerated biscuit pillsbury grand store brand  free valuable freezer space coronavirus,Extremely Positive
1788,46740,All tweets are opinion,13-03-2020,go shopping pair safety saw grocery store employee stocking lysol wipe get bombarded pushed ground group woman trying grab covid preppers,Positive
1789,46741,,13-03-2020,supermarket earlier saw shelf shelf completely empty ppl coughing lane long amp nothing sale coronapocalypse panicbuying covid,Negative
1790,46742,London/Istanbul/USA,13-03-2020,cashlong patientcalmamphave knowhow cherrypicking credit asset chance arb gap btw realampperceived slight trend recovery see asset price rebound sharplyfuelled also algo driven etfs mkt covid,Extremely Positive
1791,46743,,13-03-2020,general public stocking bog roll u dog trainer stock dog food,Neutral
1792,46744,,13-03-2020,anyone else think panic buying getting hand madness people genuinely need rely online shopping hope website running soon covid panickbuyinguk coronaoutbreak ocado,Neutral
1793,46745,Oklahoma,13-03-2020,pm grocery pick walmart amp didnt get ready notification pm theyre busy say waiting pickup lot lot people cant imagine look like store upside im store covid,Extremely Positive
1794,46746,"Sydney, New South Wales",13-03-2020,people humanity entrepreneur covid crisis raised price needed resource human shame,Extremely Negative
1795,46747,Canada,13-03-2020,pam go loblaws reflection ottawa panic purchasing got back grocery store wanted share reflection thing noticed disclaimer healthcare professional zombieapocalypse expert doomsday prepper covid ottawa,Extremely Negative
1796,46748,,13-03-2020,u government transparent effective really panic buying stock several week worth food stockpile medication especially cause horrible withdrawal cold turkeyed unclear supply line affected covid,Extremely Negative
1797,46749,"Brooklyn, NY",13-03-2020,covid reality brooklyn stateofemergency people using luggage carry entire supermarket newyork,Neutral
1798,46750,?,13-03-2020,brother told went supermarket yesterday almost knock someone lmfaooo literally reaction coronapocalypse covid,Neutral
1799,46751,Sri Lanka,13-03-2020,colombo look like typical working day except school kid almost akin satuday morning supermarket shelf full seen thru window go panic buying u want jk dont lka srilanka covid,Positive
1800,46752,Ambition ,13-03-2020,coronavirus expose trust lie reaction shut point heart lie youre trust government job work ability get go grocery store god fight youre battle amp win coronavirus,Positive
1801,46753,"Dryden, NY",13-03-2020,well long didnt contract covid crowded grocery store tonight good leave house week fortunately didnt need soup,Extremely Positive
1802,46754,"Dublin City, Ireland",13-03-2020,fight white gold real probably coming supermarket near covid coronaoutbreak coronaviruspandemic toiletpapercrisis toiletpaperapocalypse,Negative
1803,46755,Melbourne,13-03-2020,first time week local supermarket delivery loo paper brought security guard supervise unloading seriously im taking chance way home feel like ive lotto covid toiletpaperemergency,Extremely Positive
1804,46756,La La Land ,13-03-2020,isnt weird come back chaotic grocery store see fave influencer ig talk something buy almost died getting canned good take break covid,Extremely Negative
1805,46757,"Atlanta, GA",13-03-2020,hashtag helping folk werent able go grocery store amp get cart food major grocery store spoken helping community amp making food available furloughed going wo pay rn covid coronavirus coronaviruspandemic,Positive
1806,46758,"Santa Monica, CA",13-03-2020,walk grocery store shop like kind peasant covid really fucking going grocery store shouldnt cuz people panicking overwhelming instacart thestruggleisreal coronavirusinla,Negative
1807,46759,"Washington, DC",13-03-2020,bbcworld precaution take coronavirus use cologne kolonya stop entering house shoe spring cleaning food product much need follow warning dont panic coronaviru,Extremely Negative
1808,46760,"Spring, TX",13-03-2020,shame hoarder panic shopper shame store shame online shame streetscoronapocalypse covid quarantineandchill shopping,Extremely Negative
1809,46761,"Pardaillan, France",13-03-2020,pound continues fall dollar euro lost nearly since mid february look like perfect storm brexit coronavirus cause sharp increase price shop effect work next week,Extremely Positive
1810,46762,Toronto,13-03-2020,people truly afraid covid wouldnt packed every grocery storefood wholesaler hour end like sardine tin covidcanada covid coronaoutbreak covid fridaytheth covidtoronto,Extremely Positive
1811,46763,"London, United Kingdom",13-03-2020,tullowoilplc look unlikely recover collapse opec alliance growing threat covid mean greater market volatility likely push crude price new low writes charleswaine,Extremely Negative
1812,46764,NC,13-03-2020,totoys except amazon telling employee work due covid might getting next month need soon gon na go old school buy retail store,Neutral
1813,46765,United Kingdom,13-03-2020,itv vera opening scene supermarket full goodshow long see covid,Neutral
1814,46766,Fillory,13-03-2020,covid pandemic lot folk work retail lot small business including fanrun business struggling youre fan themagicians business affected reply link online store patreon,Positive
1815,46767,Wisconsin & U.P. Michigan,13-03-2020,age amp need errand run grocery store etc afraid exposed coronavirus call one office name amp phone contact receive instruction assistance call,Negative
1816,46768,Twitterland ,13-03-2020,keep eye bargain example trip new york miami bargain keep eye price dont buy top essential item many online seller try rip covid,Positive
1817,46769,Mumbai,13-03-2020,american stock food covid concern rise coronaviruspandemic unitedstates,Neutral
1818,46770,,13-03-2020,line saturday morning cole supermarket hate think next day going bring panickbuying coronavirusaustralia coronavirus covid covidaustralia,Negative
1819,46771,"Hyderabad, India",13-03-2020,blackfriday need narendramodi ji nsitharaman intervene way handling covid need handle economy manner scrap ltcg slash fuel price give money hand people monetary amp fiscal stimulus,Negative
1820,46772,"Long Island, NY",13-03-2020,many ppl stocking water jug grocery store today got thinking think youself within top intelligent american covid coronapocalypse coronaoutbreak corona panicbuying,Extremely Positive
1821,46773,"Rhode Island, USA",13-03-2020,data doesnt lie may want plan shopping trip american stock food covid concern rise,Positive
1822,46774,,13-03-2020,american stock food covid spread,Neutral
1823,46775,"Flagstaff, AZ",13-03-2020,target ceo were keeping store open american consumer rapidly stocking supplies covid coronavirusoutbreak,Neutral
1824,46776,,13-03-2020,il coronavirus colpisce maggiormente polmoni destabilizza anche altri organi quartogrado,Neutral
1825,46777,,13-03-2020,youre buying walmart amp grocery store inventory consider buying uv light google featurefriday coronaoutbreak covid,Neutral
1826,46778,"New Brunswick, Canada",13-03-2020,youre hoarding outrageous amount canned food pasta tp maybe consider taking bag local food bank help someone hardly afford food family let alone stock pile justathought covidcanada covid,Negative
1827,46779,,13-03-2020,people panic buying cat food ill find today covid coronaviruscanada,Negative
1828,46780,NYC,13-03-2020,covid wasnt real american stock market crashed happened kid school cancelled indefinitely sport national local level cancelled amp shelf every supermarket area emptied stock market national conscience,Negative
1829,46781,United Kingdom,13-03-2020,toilet roll price sky rocketed currently unavailable corona virus covid panicbuying,Neutral
1830,46782,Malvern,13-03-2020,felt bit helpless could help gran covid ill ordering weekly shopping online shes great computer could hear relief voice suggest look vulnerable one x,Negative
1831,46783,Made in Canada,13-03-2020,stock bottle quash natural hand sanitizer spray desk home purse travel flight spray tv screen food tray etc lab proven kill toughest germ virus available covid coronavirus panicbuying,Negative
1832,46784,Toronto,13-03-2020,using company traded stock market help problem boast stock price explaining ppl able pay testing treatment okie doke sad symonedsanders covid karaswisher,Extremely Negative
1833,46785,Toronto,13-03-2020,nothing level interest charged item credit card etc debt killing consumer lowe interest rate going make housing expensive still real solution smh covid coronaviruscanada stimuluspackage cdnpoli,Negative
1834,46786,,13-03-2020,realdonaldtrump cdcgov realdonaldtrump amp republican ground stand politicizing coronavirus attacking joebiden barackobama democrat trump cant contain panic buying food hand sanitizer toilet paper test c,Extremely Negative
1835,46787,West Coast,13-03-2020,unbelievable saw local grocery store covid coronavirus toiletpapercrisis,Positive
1836,46788,"California, USA",13-03-2020,everyone talking people panicking buying ever thought life look like people time go grocery store instead working day week california bbq spring timeoff covid,Positive
1837,46789,Bangalore/Delhi,13-03-2020,overheard supermarket let pick hurry b stop behaving like zombie apocalypse let hunger game begin covid panicroom bangalore,Negative
1838,46790,"Bidar, India",13-03-2020,dont panic take precaution follow indian namaste greet everyone follow indian food system amp indian yoga keep positive keep immunity power strong many doctor researcher best hope soon get vaccination amp globe overcome thispmoindia covid,Extremely Positive
1839,46791,,13-03-2020,people crazy going supermarket get everything need home depot lowes water soap beef jerky energy drink gum hammer beat people take grocery covid coronaoutbreak,Positive
1840,46792,Anywhere you aren't.,13-03-2020,every retail store restaurant subscribe sent email plan combat covid protecting employee amp patron along maintaining clean environment hear waffle house wont impressed,Extremely Positive
